,lf_pm10_o,lf_pm10_p,ucm_pm10_o,ucm_pm10_p,utal_pm10_o,utal_pm10_p,lf_pm2_5_o,lf_pm2_5_p,ucm_pm2_5_o,ucm_pm2_5_p,utal_pm2_5_o,utal_pm2_5_p
130,90.0,65.2423748861963,10.45,19.874199413550144,17.37,17.543092161481926,34.5,54.53245755814179,4.126,8.32655420782394,10.91,16.530410546866566
131,138.0,73.19732738259019,7.697,16.17297789660337,13.22,13.821589344413562,34.5,83.16283186343789,1.206,7.750524459509334,5.464,15.362366773823773
132,141.0,73.04620116961011,4.963,17.538992434363504,18.07,18.456818116168836,34.5,93.62695763022163,1.0,4.876130530703961,6.799,16.191282213618738
133,28.0,31.553483005490563,14.0,14.820509357105058,15.36,18.634846171542915,11.0,9.596957972679174,1.143,3.8880554034175177,5.423,13.507834275249529
134,43.0,29.818235626556493,10.45,17.212114142461115,20.03,16.921027794541118,8.0,16.293599107706374,1.206,2.8241969028963467,5.459,13.013890451737318
135,52.0,42.045323450739126,21.42,21.430725330801152,32.01,20.007719372689436,16.0,23.340002174505653,6.639,10.19588473185261,10.51,28.68752003877634
136,51.0,45.17218205751057,26.91,22.57539930894267,29.48,21.509273762055333,19.0,25.20322046544981,9.35,14.285985848714464,13.63,27.172773383533332
137,46.0,50.07083744717785,26.91,21.244895017568158,61.86,29.085404433534965,28.0,26.65530524311228,10.9,16.93180115427553,19.08,52.46794879377698
138,62.0,66.97517203825606,40.68,26.58023481330365,35.43,25.81454127441652,43.0,33.666581419821256,12.08,27.747652101320753,10.72,29.685878725235977
139,42.0,66.08266921328344,37.91,27.154119547212353,41.98,29.532745048429707,40.0,28.48806843035676,14.8,30.168502918815477,17.0,32.385040919162854
140,60.0,39.96610108882048,13.19,23.639840748589414,18.66,20.351116471872842,17.0,23.712504108236864,1.206,0.4424755279979027,6.789,3.4773258849306723
141,42.0,44.02813896987593,33.0,24.061983032320903,36.0,28.87944360819144,17.0,17.45478246588052,2.012,9.298216303933902,8.56,15.13264676390679
142,110.0,84.86013643527649,40.63,29.27827348980084,24.35,30.76451577105141,52.0,60.5061046256361,6.639,16.34131616731885,10.91,9.714632368167763
143,94.0,85.35865350579016,26.9,30.324078685177106,29.47,28.760895381319163,45.0,52.861227322287476,8.68,12.305979443203118,10.29,14.57907070916782
144,33.0,70.05787242130518,32.38,33.93910449027493,28.07,29.316554592660918,44.0,16.45638209864637,10.64,13.650289294400412,10.91,15.239152844789636
145,34.0,39.46678390512427,33.0,38.207438195806844,29.1,29.90113955176415,22.0,16.07776840018852,14.09,13.711595764120503,12.27,17.75540061646581
146,57.0,51.35785277299009,19.0,36.85694925160373,23.28,29.583687109243506,30.0,33.294794613844175,12.07,8.22183419309499,10.39,15.605721763763121
147,10.0,22.218675718231736,19.0,30.21546832582152,25.0,30.217755350278757,6.0,1.0954316156518615,4.081,-0.6376578072757684,5.459,8.291967983502188
148,30.0,23.250294651016155,24.17,32.14182767005242,23.0,34.54656579663774,6.0,9.573970092760732,6.639,1.7809232032441464,8.18,7.539519641942622
149,28.0,26.459640562520427,21.42,32.633764600237996,27.14,33.96709131411133,4.0,12.529035229960963,9.35,2.919897345785162,10.12,11.317660955661449
150,22.0,33.303140879580255,21.43,32.44843498080452,37.27,51.911082365619706,13.0,10.098021004098387,9.35,6.137497933490683,25.0,20.357640672476183
151,19.0,31.484320473129124,23.67,43.017242720911,35.19,42.188137150424815,16.0,10.749880353680611,19.0,8.00445027952787,19.08,20.428007262576386
152,13.0,21.227292208876367,24.17,42.6781417704796,38.0,46.643421911301246,8.0,7.919747889345361,14.79,8.905416951481028,20.0,22.71070248929467
153,9.0,20.191239466869675,37.79,45.298390730167846,33.0,35.7271796151358,6.0,7.162235394612692,19.15,19.87180124305738,13.63,23.68333643441703
154,88.0,41.46434330826284,26.89,26.433272408616045,23.5,33.09489346305232,19.0,38.706211231439156,6.639,5.522093611160834,10.91,7.659490496554955
155,102.0,48.67447171966042,29.08,32.79680537453601,35.2,42.26928579175858,29.0,55.94888274456617,10.74,8.543401745617896,19.08,18.719152390981087
156,64.0,62.30227163009944,38.9,50.1097865466052,51.56,47.517316668022154,36.0,28.638115130678706,26.0,15.426458198652167,28.0,36.51653035070019
157,61.0,57.91479264226981,37.79,42.03661335524473,71.17,50.299597784307615,37.0,32.51605498746756,20.23,21.018712067043253,34.43,52.79000574737782
158,65.0,64.69658193267071,57.13,51.53468145518393,70.42,47.25143989550557,37.0,33.67399967004819,30.16,34.428404958728855,34.61,51.583481603437605
159,77.0,78.69098362943751,68.11,63.44812076735003,64.56,54.21218287062272,50.0,53.610150461464485,43.0,45.26637870179908,40.0,50.29153469284289
160,99.0,97.24542243841475,79.11,62.94062532992443,63.1,57.20225305465384,57.0,68.965651076732,43.46,48.809077576599556,43.62,49.575388252750116
161,41.0,34.846727835825305,37.86,36.831015693553184,39.0,32.3773072184485,18.0,18.911105828151364,14.79,14.133849350148322,13.63,21.726880966069302
162,90.0,45.13523118797306,46.1,42.57402907334126,51.52,54.02877868555448,27.0,45.22391438105255,19.0,17.02293015848264,28.0,34.38935374044475
163,116.0,70.84145565115529,54.98,51.687181787348436,45.45,40.84177986922837,50.0,71.59404541632924,26.0,25.566004149283287,21.81,30.42708530978759
164,116.0,98.22188545891808,37.75,42.34063341152645,42.76,39.75220583797213,71.0,82.35392589641909,14.79,16.8413037217017,21.81,30.31727571569911
165,122.0,115.38838688501032,46.11,53.01341069010447,38.42,46.11394444162301,89.0,84.15414740744593,29.0,27.824454366289807,24.53,28.81932936101439
166,145.0,131.19983091376594,43.22,47.97236118103574,47.63,48.24080562234729,107.0,105.9168853347617,22.94,22.53867108900826,33.0,37.369313288717464
167,164.0,154.47938712418858,35.16,45.20866261511526,45.56,46.58791375999442,121.0,110.97013726525104,22.89,24.805627154506528,27.25,37.89407820834839
168,50.0,73.87946275418494,18.68,27.276828654756034,32.65,27.469190751064115,33.0,25.227468475114243,3.624,4.32546488867424,5.452,9.784295671083319
169,131.0,103.88722855004758,41.0,29.268665865710357,43.56,30.416091557594413,58.0,70.86279619296253,6.639,17.906223388728105,10.73,16.78048376961592
170,150.0,118.89915460049473,43.39,43.76997215036586,38.16,32.659718770745144,83.0,100.29292706869757,17.51,23.401513451796077,12.36,15.44234248911199
171,192.0,135.02812022961177,81.7,71.45325483189688,52.1,38.92073561243667,89.0,123.6447984424367,47.42,53.15993384970631,19.1,33.334575480192825
172,277.0,207.72612670423925,90.1,87.84366566885843,85.5,89.29014810342915,160.0,198.07799811497387,66.44,57.811725303709224,58.27,60.40649054211421
173,227.0,223.6692968847481,46.15,59.27776724864852,91.0,92.98269127252097,159.0,159.95528055365432,36.54,30.95137210217773,66.0,59.6874074582888
174,122.0,176.28565674678302,32.42,40.319966244269224,44.39,49.914594905632526,135.0,89.35984741609884,20.23,24.264153169183793,32.74,34.81080173693803
175,16.0,13.123134441451096,26.91,32.43134258997932,31.65,29.78690841233731,1.0,4.662983941963979,6.639,3.854068077911611,10.74,11.633608156708306
176,14.0,13.419513857869823,28.99,35.722683331725946,40.66,38.514385633429775,1.0,5.111112158258668,12.06,5.460642973804429,17.0,20.49341035478481
177,13.0,16.94529972707442,32.39,38.610338064476245,35.92,43.28551130653561,3.0,5.3587800867624615,14.79,8.07059788875671,20.0,21.71470830869598
178,7.0,20.906665322368454,24.17,35.190842088716295,32.93,35.52075346261158,5.0,5.988562375531887,12.5,8.11262451768382,16.37,21.356360443298136
179,6.0,20.205332612378786,24.18,37.64862583418707,30.65,33.58058337335832,5.0,9.73289401171333,14.8,10.37498024498101,16.37,20.85939489138714
180,7.0,26.15493040955901,29.01,35.63077746418696,24.75,31.326805694536553,11.0,9.916929202621525,12.08,12.693151619757991,13.64,17.146195745207798
181,4.0,26.779793566245125,15.95,35.8641304660038,24.63,30.260566345581967,8.0,10.696355123992674,12.08,6.969506747724684,13.64,18.529903688522843
182,13.0,17.460706733889612,29.65,35.18631175598827,33.27,30.810664229622795,1.0,4.864133546337257,9.35,4.768258421282438,8.19,13.03630638098683
183,28.0,15.763684053746157,54.34,37.12107675654838,60.42,35.91316499257965,1.0,12.291138280754929,10.91,16.973091987568424,15.74,27.180779846151196
184,58.0,48.06361273449785,62.57,61.283850178930365,60.21,46.5010065191535,36.0,32.10696625534505,35.65,29.73738027023858,21.82,33.49386316138552
185,69.0,79.8079110317597,48.85,57.548546819929285,71.53,71.9171664071776,63.0,41.76575152402744,31.08,23.108484739909073,38.17,39.157853844658895
186,67.0,71.59302254548464,46.11,55.81566152313033,66.26,60.51034886790903,57.0,44.054013512551,28.37,20.337680729761445,39.0,41.96934903311088
187,72.0,76.38099182697621,36.0,48.46238934876757,44.22,45.808889593737355,60.0,44.63720191282277,24.0,16.416609032827047,24.17,28.783649296819952
188,117.0,102.69181004380816,21.44,33.41436107117949,25.61,34.99113458449098,74.0,81.54225764494842,6.643,10.753727604860227,17.0,18.47032362596545
189,29.0,37.113288428640104,35.14,40.04382660092598,38.08,41.20484417248506,9.0,18.20143788283723,12.57,4.674491559459822,17.0,15.458736581261594
190,53.0,48.43789341005411,40.63,41.51258369444699,52.5,46.94283812763185,24.0,31.95950485829924,14.79,8.49542924646735,20.0,22.950321315863476
191,98.0,104.90051091203053,59.83,60.29980571702035,55.04,50.95767263747703,72.0,66.13178382576758,29.0,19.09152534147026,21.82,28.081341885552494
192,113.0,121.99573644397476,65.2,61.15421463104054,82.7,75.75200824125707,90.0,72.57956361900322,32.0,28.515041194360002,47.0,40.26769719259377
193,163.0,162.44269589347633,40.63,51.49466183244842,65.95,65.9037209334108,130.0,111.25009387011346,20.22,18.678760753572057,40.0,36.53778422399765
194,123.0,148.24149660880528,45.27,52.85358971035898,46.85,53.404506105014356,120.0,84.91260281776596,21.0,21.987475237804986,31.0,31.940702362202185
195,102.0,130.81674155624964,37.91,48.53581157442043,47.88,48.72533462877113,102.0,72.42707166322978,17.52,21.66929169382384,25.0,33.63521503685319
196,36.0,31.10529060149083,83.2,54.61139207682534,50.4,50.55062779811508,20.0,22.993264755146427,18.0,26.315994545079,20.8,17.931516744384762
197,71.0,42.38513486559131,57.08,59.3679552351622,61.83,62.95373353645156,29.0,45.50435300060497,25.65,19.062051991105875,27.83,24.355304187932163
198,60.0,66.38632865175285,54.34,71.32926072132885,77.09,68.90911917719781,52.0,41.77062720509719,28.15,16.797800221147487,32.71,44.85206476878887
199,47.0,68.86980458800628,90.0,79.09932757674666,93.8,84.92607447767355,51.0,36.696702251216884,46.83,48.486671754321776,51.8,68.55822118503714
200,27.0,53.98288410975762,101.0,87.49486471473779,84.5,73.4808992470079,36.0,23.090844849290445,56.0,61.494231170782705,46.36,62.82247099862846
201,17.0,39.46478107157552,103.8,83.87671726448647,77.12,91.16390021335299,21.0,16.113841060360556,57.53,68.27852363758151,61.0,48.08959158762213
202,31.0,54.68478082877794,87.3,89.40955803403128,85.4,84.11207217041098,29.0,24.727331014997723,56.03,55.15006494589975,57.27,58.62293823801462
203,35.0,18.235004285298725,48.85,47.620743535350314,44.17,54.134587636724035,8.0,16.97721291945141,12.06,12.210790538129402,19.09,18.78133395404044
204,50.0,30.19727502962517,46.11,60.400224597004836,56.9,62.20252878606276,20.0,26.161747511571008,30.0,12.515522294134918,36.0,35.52590650047963
205,85.0,73.02188783903841,78.22,90.56020048985755,74.35,77.56770015782577,59.0,49.86842832891514,59.0,39.721176681200234,53.0,56.82681768579589
206,112.0,108.87054211968263,65.35,68.99231392932433,102.4,94.7612887251326,83.0,75.83805342377207,39.25,48.14870813622239,69.98,77.17545321763565
207,186.0,182.14379791487033,62.62,60.59752888322494,86.5,86.59480899515435,148.0,131.48940731208307,33.82,47.69298882956648,62.72,66.50577775089764
208,150.0,174.1055192871703,38.74,58.15112595058392,88.2,91.44746277436809,142.0,104.00647872189079,27.0,21.35151260006584,68.17,67.0750797786226
209,179.0,194.26979574170838,43.4,64.88819068042741,67.96,69.4069351811398,162.0,126.6925619657818,38.0,22.534976475503505,44.39,60.026720214158246
210,9.0,23.781533729185803,21.0,26.58908140601053,25.0,33.461827252915484,1.0,3.8547854875132685,9.0,8.202798220580213,16.0,24.34050077104478
211,70.0,40.565034664851694,35.0,33.350516828857245,32.0,36.34522140677135,10.0,42.378124184114014,15.0,13.209942340648338,21.0,27.120595339338692
212,41.0,51.55863989220299,24.0,28.260650558966834,33.0,30.757586867047607,24.0,46.868368263127905,15.0,8.135781616713404,16.0,25.896605404510414
213,19.0,34.853796404600516,35.0,35.36723969410566,49.0,44.60330857848466,19.0,12.305988305298348,18.0,12.713348762848616,31.0,35.34626267657976
214,12.0,27.682106614279927,38.0,43.05885793799882,45.0,39.03153444983113,13.0,9.44600130611728,21.0,16.161445883063152,27.0,35.37605807947725
215,8.0,28.480643794431334,32.0,40.32661568398085,44.0,43.6028041529917,11.0,9.012683475987638,21.0,14.237264453971367,29.0,37.40064098618281
216,28.0,41.020489114856986,30.0,42.282403177123385,45.0,37.32199252308879,25.0,22.943237083398106,21.0,11.582061095171742,25.0,35.205500525353656
217,70.5,49.244326309123004,24.0,31.544248068617495,31.0,35.68182714990176,31.0,32.02912346151052,12.0,12.272120101504104,16.0,21.691106578741984
218,70.5,58.72105192465026,24.0,38.65742571723614,27.0,37.09358055941902,37.0,31.835304392089945,19.0,17.480452264946045,21.0,22.159098950802623
219,70.5,67.40968771946734,41.0,42.74612924515382,28.0,32.41958420316066,45.0,38.516847733063855,21.0,28.633664056638416,18.0,25.501651075472118
220,39.0,59.02964674734954,27.0,34.913586893283714,30.0,28.597502646046102,39.0,20.41553259221644,18.0,21.10890789116413,14.0,27.309051162222516
221,37.0,54.46304406623,24.0,38.75251349592044,30.0,30.256796452963233,36.0,20.78978224515319,19.0,20.332646587003254,16.0,28.39024033347416
222,15.0,35.89191481501462,21.0,26.824487646753273,20.0,22.42601939791869,19.0,6.867054542193051,9.0,19.753754624689776,5.0,23.307167831260827
223,15.0,29.07957564225347,16.0,32.06966487022777,22.0,21.488296004228296,9.0,7.350503007636862,15.0,15.98882948849094,8.0,21.824839185481643
224,40.0,43.23277155781361,30.0,27.85353187429825,35.0,30.25739264073002,28.0,18.155300930994837,4.0,7.596423606755465,11.0,15.628218066346953
225,27.0,42.7577415639272,35.0,38.83336858258536,60.0,55.58745982042109,26.0,13.872582968024556,15.0,13.43108838855338,36.0,30.289927799272064
226,31.0,29.614054357678214,52.0,61.859705106412726,80.0,90.69219931209226,13.0,16.91988180102329,34.0,25.776401232046624,63.0,56.22803237065911
227,23.0,32.87891852128221,46.0,58.37531366689146,104.0,97.72728940160079,17.0,13.500284272921775,31.0,24.605047578847262,76.0,81.31207390247104
228,17.0,26.781548408450945,63.0,58.1589194607858,105.0,93.0461675116027,11.0,9.390807326666634,34.0,40.54638347643257,68.0,81.48851224445909
229,12.0,31.10936027766434,61.0,63.31809666805914,69.0,63.42832303789504,16.0,6.278491258452794,41.0,37.33441512392375,46.0,52.476510993084325
230,13.0,30.918239401602992,68.0,64.90398279296552,77.0,81.390161199972,14.0,7.466147107019394,39.0,42.34894101248602,57.0,60.97219352220323
231,34.0,39.0859662755586,34.0,46.094800880529604,54.77,64.20881641263,16.0,15.725498570797473,9.0,11.063925096475202,30.9,25.778319027770806
232,76.0,59.2535984510179,79.0,45.75996284596269,85.0,60.71051625726801,38.0,37.088463971874994,16.0,36.87584559361048,27.0,49.801528567542675
233,89.0,80.50156679997946,104.0,75.9108580610165,93.0,71.05636316406469,48.0,49.83747855383353,43.0,52.39740915563422,39.0,57.19771493237301
234,94.0,103.58334474255123,101.0,91.70301379549696,110.0,87.29568841218449,69.0,62.022155666428844,58.0,54.1547004659324,55.0,77.21622332028933
235,141.0,131.4267980377079,137.0,95.60269948088879,135.0,99.68118952551401,92.0,90.84732026987439,62.0,81.05147793095092,74.0,91.96929258297017
236,214.0,199.97881648161803,78.0,91.4169696159784,99.0,95.89473159757355,162.0,146.53123171332444,52.0,48.313948944763595,71.0,75.5416071214243
237,149.0,191.2792449368336,60.0,74.79931929552939,108.0,122.82549028879157,151.0,94.61559911984435,42.0,36.82145045120588,88.0,83.10526796857218
238,7.0,41.19389376432961,24.0,37.0382944474179,34.0,33.37610095584713,26.0,0.43494728335755095,7.0,15.639664756313962,11.0,18.451089358391926
239,12.0,32.78235828617246,19.0,36.894082423293895,42.0,36.821687590430756,15.0,3.5516678317421375,9.0,16.967570262438038,14.0,24.27931066037391
240,22.0,29.026772986045913,24.0,37.081974007542215,46.0,57.86095624394638,8.0,8.448250819642992,11.0,17.638090381905005,31.0,29.770610402368472
241,31.0,38.261219988248286,10.0,32.65869757888791,31.0,33.53013308519208,21.0,15.4344418137285,6.0,13.302095621742687,14.0,22.64191871568605
242,68.0,59.65157612259561,10.0,30.3485373030953,52.0,46.94097223095537,29.0,41.2624782514887,1.0,14.325138006722415,26.0,35.076610847501975
243,59.0,82.0669936811232,21.0,35.14103113358351,50.0,52.5543911857379,48.0,37.58432077708764,4.0,10.197451170468476,31.0,36.38407981508957
244,83.0,80.02705763772272,30.0,35.64012583411534,25.0,25.452122036573442,53.0,53.29729607957228,12.0,17.098012441100366,7.0,20.910456230114715
245,7.0,29.78264043951898,21.0,19.787483960351476,24.0,23.117530724662934,5.0,0.5621590260308726,4.0,4.359202750555079,6.0,12.4948812934148
246,7.0,17.756762120556402,21.0,32.103052405078884,28.0,21.984057523891316,3.0,2.0431689503761943,7.0,3.7020346130221897,6.0,14.023701414716394
247,13.0,20.9831047230653,32.0,31.633221275996984,54.0,48.61567576882355,3.0,5.945808016058596,9.0,7.553759425948184,26.0,29.502600994625816
248,26.0,21.00032883289268,19.0,26.682991334575906,32.0,26.046084537867543,3.0,12.197267711737108,7.0,4.361415200454211,11.0,20.60799280457428
249,25.0,35.9012312031857,21.0,30.95510774689857,27.0,25.251617710156008,19.0,15.510173540697043,6.0,4.459858857752236,9.0,15.166344715465728
250,43.0,49.018934975281994,14.0,26.699136134260748,36.0,30.8477545814882,30.0,29.10165332709162,7.0,2.255325363723968,14.0,21.30622413163185
251,53.0,68.58445852981053,13.0,21.132130260641045,27.0,26.53418692105929,43.0,31.215861930607147,2.0,2.6985362070073573,11.0,19.404424029439316
252,31.0,19.452183557804624,10.0,18.68914958268917,16.0,17.42499224654913,5.0,16.985933769344914,4.0,3.6442072721783503,7.0,20.505413109181347
253,61.0,44.01910251294182,8.0,18.070362719010667,16.0,17.1206501383687,31.0,37.848946955886916,4.0,5.061665392897435,9.0,22.601962529874225
254,112.0,74.97813808816375,10.0,18.09965300670442,16.0,20.379262709792012,58.0,75.93306558484656,4.0,5.937351557643508,11.0,21.15204234588647
255,114.0,102.60923854011841,10.0,21.2710323433359,19.0,16.045814464498008,84.0,86.0292492380383,7.0,6.153854406860227,6.0,24.67515018592954
256,124.0,128.99786033150207,10.0,19.262326035127103,19.0,14.916469648981025,103.0,87.14802579655166,4.0,6.337663671229752,3.0,24.597526369886168
257,139.0,145.7416446476164,10.0,16.894944370804183,16.0,20.84048663113957,121.0,106.05387060085377,1.0,6.703294768431623,9.0,20.877042799661776
258,97.0,133.4884812521965,10.0,17.968402693033145,12.0,18.78601461120751,114.0,67.23376996578627,1.0,6.325618939301712,6.0,19.656016615351795
259,23.0,45.098173223833605,15.0,26.70858591756158,31.0,26.924779895976613,34.5,14.836726920280274,7.0,2.767818733102045,6.0,12.653524451314413
260,32.0,47.15377610089584,43.0,43.3096609130089,64.0,47.532203398005706,34.5,21.541542048862226,20.0,18.448203208918905,23.0,35.47743375602845
261,41.0,51.13698450299157,68.0,53.08528235940966,83.0,69.23232617058459,34.5,29.050098392325335,31.0,31.15412813505775,43.0,47.48830455448241
262,69.0,88.47910427023638,66.0,60.279650858508795,89.0,65.67669232590791,66.0,49.85414921134137,39.0,31.46138003494411,48.0,52.79996632614686
263,50.0,60.35636124154876,68.0,66.6250255606544,111.0,103.86187087833237,40.0,37.67383877737981,47.0,33.98130339696707,78.0,75.28647540627462
264,56.0,70.67029198334257,57.0,58.92878071665206,72.0,66.81764187152582,49.0,42.89626297731305,36.0,31.306896340583954,46.0,49.40429606564892
265,26.0,53.417483811324736,49.0,53.98584680662219,36.0,43.11327060181691,32.0,22.42101073944984,28.0,28.914398579004327,27.0,29.991175642630907
266,53.0,45.943861302222885,32.0,37.814608302825945,34.0,39.57608899833694,35.0,32.356490859398605,9.0,9.086209823052178,14.0,11.55950619692498
267,47.0,50.609443378184906,71.0,46.561161442030155,72.0,60.11400743513114,39.0,32.17191458572566,17.0,29.63059416737761,27.0,43.054985424058565
268,79.0,76.56336216640531,46.0,49.92830645656747,98.0,79.95139028486822,61.0,51.53702099400164,18.0,20.18788179804575,51.0,62.943150885370954
269,60.0,82.26890267813587,71.0,57.77829418057896,152.0,111.81416774780841,58.0,39.27969066818956,29.0,42.18110809891685,77.0,102.99689973045825
270,73.0,78.0173170627999,96.0,72.1153645774042,120.0,80.05193466325251,57.0,49.54007549399012,47.0,61.57777722573498,57.0,86.95980446665185
271,55.0,64.78680775087585,50.0,55.30775120794316,95.0,96.24682465206635,59.0,40.77411502468118,29.0,26.7720761198066,66.0,73.55052782753684
272,50.0,81.19102542402396,46.0,53.06440859059235,80.0,80.30782376099694,68.0,34.157139190178846,26.0,25.424760617560914,54.0,60.68885991220678
273,40.0,39.014114337467156,46.0,41.55496899589163,38.0,40.403927825647955,19.0,26.492108868939027,26.0,16.18164643898912,20.0,28.2058024040919
274,103.0,76.33141429715168,52.0,43.33802114790374,56.0,47.64794228624961,45.0,74.09686388104883,22.0,20.453732543823133,25.0,40.22748607448183
275,132.0,122.48957188610902,41.0,41.47913029954165,54.0,59.445931482303,80.0,99.4972852144935,23.0,16.06322986772158,37.0,39.51904687770765
276,168.0,128.53377595388878,35.0,36.76441279856033,48.0,44.02856319862759,112.0,124.30435180758542,18.0,16.904366164688646,26.0,36.787502059095324
277,213.0,203.41091291196418,43.0,42.249624286146165,72.0,62.71673578085766,166.0,159.52153712935106,23.0,19.451437892368517,46.0,55.841711383222034
278,130.0,192.19602912943898,46.0,46.37634052670366,58.0,57.475666643250065,153.0,98.61360541308991,23.0,26.706942558781893,37.0,47.65088447467577
279,126.0,187.53063164543607,43.0,40.85990395897331,36.0,47.9843853034772,154.0,98.2429681673582,19.0,25.993061953555618,26.0,28.174762197689535
280,30.0,36.926627482662326,16.0,18.67584545641362,14.0,9.727571671835214,19.0,16.227910584788507,7.0,7.780982423540671,1.0,20.876539035409667
281,96.0,38.678537002717334,10.0,16.225453018936772,16.0,11.587322345996624,18.0,63.94406606555623,4.0,5.252076593024826,3.0,20.307891762799542
282,134.0,95.39202434161523,10.0,14.715000638457163,14.0,13.898897178696593,62.0,96.52805659402371,1.0,5.209918173330374,3.0,20.705446131732423
283,181.0,129.17505337492372,10.0,14.76386968568228,16.0,13.300710806810876,99.0,130.86798534123238,1.0,5.285675615351837,3.0,21.29817874446692
284,388.0,280.3042078539129,8.0,16.008627088241077,13.0,14.622671472992753,230.0,323.9288250888932,1.0,4.503163648630675,3.0,20.217623465052245
285,397.0,367.76877428518515,10.0,16.379833058388993,14.0,12.158860084483482,309.0,291.67214591870083,1.0,5.2820099127313656,2.0,19.72485143323199
286,226.0,299.8567515493596,8.0,17.216453097336363,16.0,13.509485960563364,252.0,172.43449469838748,1.0,4.2442378337599385,3.0,19.888908984065974
287,26.0,36.24399422766273,10.0,33.77701051047227,42.0,36.80774572143346,22.0,14.597587254464173,1.0,-1.4703209906012984,7.0,22.750022131235887
288,28.0,27.772432267715214,65.0,41.917467260135226,106.0,77.28043797812592,10.0,18.61867286103815,17.0,19.14208831666727,43.0,53.787803842457805
289,21.0,23.100759445174006,98.0,69.97589097086745,93.0,90.10441332166789,7.0,13.43651860224146,47.0,45.81083449474265,54.0,59.66966084524441
290,13.0,22.826447612862168,87.0,63.05866205275697,174.0,128.74443072241695,7.0,11.258382559227336,37.0,45.43463874966501,93.0,114.02519873390538
291,16.0,20.774905817725262,54.0,47.02125413990251,81.0,57.16950823721508,6.0,14.13074814611532,24.0,28.807201538047885,40.0,60.345568584023894
292,55.0,52.81613358536104,82.0,64.70522409816105,83.0,77.75321069678883,32.0,51.24323249480815,40.0,44.80679456604126,53.0,58.02923032279767
293,112.0,92.04381231589957,76.0,70.23026253435414,72.0,65.67064478176283,72.0,85.85331063944281,45.0,41.80525399894358,42.0,54.63880231785506
294,7.0,9.659668733642722,5.0,14.357307721704029,16.0,16.71482016901041,1.0,0.5252229108893802,1.0,1.1767397234500954,6.0,5.756041331440869
295,4.0,13.154158180874285,5.0,15.840374633227785,13.0,16.86494123524338,1.0,0.5957753439431037,1.0,1.4331912877648973,6.0,5.46121754649684
296,3.0,10.174634579579646,8.0,16.693870500211915,16.0,21.340632692692637,1.0,2.607690462592137,1.0,2.542955993920856,6.0,12.290645147018743
297,7.0,23.0057069174721,8.0,18.74371669328432,19.0,19.989234932966326,14.0,6.2607331255031085,1.0,2.501991246530107,6.0,13.956985897809867
298,27.0,29.400513743657744,5.0,20.33847078230581,16.0,24.033730178570906,17.0,21.13035850489301,1.0,2.0328573236374874,9.0,11.577496461712606
299,40.0,54.88001067238493,5.0,20.94865593736998,16.0,21.195713282625547,36.0,30.588784131190046,1.0,2.2743331783853007,9.0,12.496916724142505
300,33.0,57.39103286506816,8.0,23.215178020644196,19.0,18.468583952773916,35.0,27.77145075396954,1.0,3.366130768807879,6.0,14.305063792233202
301,32.0,21.738163767793214,19.0,31.71664173309266,28.0,33.13807737172904,1.0,14.26131383952318,18.0,13.428274870961593,14.0,22.69995179561889
302,80.0,52.48124934086114,57.0,71.70705493406795,30.0,30.17471453301224,39.0,42.08289860463377,50.0,39.258699661886325,14.0,23.018182757750054
303,97.0,67.73813974220758,65.0,72.35487983083095,64.0,68.2387569274893,49.0,55.19410698068789,56.0,47.83708710022282,46.0,47.19023406668267
304,87.0,81.6544645244214,79.0,89.36765598289347,78.0,73.32996675428029,61.0,49.20906479429598,66.0,54.2499025170622,57.0,56.52831748699677
305,36.0,55.60864085802897,57.0,58.765345979043204,72.0,67.20729237766463,41.0,20.459379109121397,45.0,41.62309641513097,51.0,53.13138628953269
306,18.0,35.150039832537644,79.0,89.04382376944831,67.0,59.45697124068286,23.0,10.777567252810652,69.0,53.99549432037672,48.0,49.13996427807858
307,14.0,27.348988384361704,87.0,99.82893325219484,65.0,59.68769070540904,13.0,7.822675941155209,75.0,59.52331316308441,46.0,49.088764591692254
308,51.0,42.76162065117912,30.0,29.95022498373239,42.0,37.189757433982734,21.0,26.22126859501212,9.0,12.119396737606838,22.0,18.994336058514094
309,57.0,76.79582905596882,30.0,37.621817858175106,61.0,44.953754173935984,52.0,35.14558850422527,15.0,13.651874634928056,29.0,37.388434484351755
310,62.0,60.82319063465245,38.0,43.45762230626207,64.0,52.349382572621515,39.0,37.263519944965026,23.0,25.77598436926432,34.0,44.584630245414125
311,59.0,68.65995584156073,54.0,45.71537277542623,80.0,81.86551960757649,52.0,34.928326498057665,29.0,34.87376348969957,60.0,61.12714205259114
312,49.0,64.53909429445154,52.0,47.4951302127878,92.0,86.59471091280187,48.0,29.04469795752988,28.0,37.988183414022075,71.0,70.79546816333372
313,56.0,63.76008864475823,57.0,64.22567464387267,105.0,85.32988007146037,39.0,31.75735351734736,45.0,36.83499158305514,66.0,79.94106535747588
314,69.0,85.09796343672421,38.0,39.21070424734616,61.0,62.13523070565327,56.0,39.66681257757591,23.0,27.342732169752434,46.0,45.5311063251874
315,87.0,58.62341160317651,30.0,26.744055958487234,34.0,31.50734171640767,46.0,58.94820083546851,9.0,7.255289933193384,14.0,25.77247391177425
316,97.0,111.71615485838032,19.0,25.24165875583857,46.0,39.841802091469525,77.0,63.86932177669578,7.0,5.869447445045287,26.0,36.338318643354256
